Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m³)
76,BRA,Brazil,Latin America and the Caribbean,757,CHE,Switzerland,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,14989.377,11946.098,,,,,,,11799.961,11555.179,137200.92
76,BRA,Brazil,Latin America and the Caribbean,757,CHE,Switzerland,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.06369615,0.007468614,,,,,,,0.004107738,0.008025485,0.08560517
76,BRA,Brazil,Latin America and the Caribbean,760,SYR,Syria,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,27317.664,20252.94,,,,,,,20005.186,18128.03,36131.246
76,BRA,Brazil,Latin America and the Caribbean,764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2002,0.028,0.002,,,,,,,0.0011,,
76,BRA,Brazil,Latin America and the Caribbean,764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2002,3.601,0.7,,,,,,,0.6914369,,
76,BRA,Brazil,Latin America and the Caribbean,780,TTO,Trinidad and Tobago,Latin America and the Caribbean,Coffee husks & skins,90190,2002,8.531,11.467,,,,,,,6.30685,,
76,BRA,Brazil,Latin America and the Caribbean,784,ARE,United Arab Emirates,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,2055.055,3318,,,,,,,3277.411,3294.534,15777.091
76,BRA,Brazil,Latin America and the Caribbean,784,ARE,United Arab Emirates,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2002,0.26,0.21,,,,,,,0.115499996,0.248,0.999
76,BRA,Brazil,Latin America and the Caribbean,788,TUN,Tunisia,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,4853.8,5812.8013,,,,,,,5741.6934,5210.4697,6917.234
76,BRA,Brazil,Latin America and the Caribbean,792,TUR,Turkey,Northern Africa and Western Asia,Coffee husks & skins,90190,2002,65.206,84.6,,,,,,,46.53,,
76,BRA,Brazil,Latin America and the Caribbean,792,TUR,Turkey,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,9367.735,13024.01,,,,,,,12864.687,11693.561,82559.2
76,BRA,Brazil,Latin America and the Caribbean,804,UKR,Ukraine,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,128.7,87.77,,,,,,,86.696304,131.8565,121.82438
76,BRA,Brazil,Latin America and the Caribbean,804,UKR,Ukraine,Europe,"Coffee, roasted, not decaffeinated",90121,2002,16.54,6.99,,,,,,,3.8445,12.511101,9.70212
76,BRA,Brazil,Latin America and the Caribbean,807,MKD,North Macedonia,Europe,Coffee husks & skins,90190,2002,1.13804,0.226,,,,,,,0.1243,,
76,BRA,Brazil,Latin America and the Caribbean,807,MKD,North Macedonia,Europe,"Coffee, not roasted, decaffeinated",90112,2002,3.91255,1.8,,,,,,,1.7779806,1.6159999,1.4289999
76,BRA,Brazil,Latin America and the Caribbean,807,MKD,North Macedonia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,2934.502,3576.729,,,,,,,3532.9749,3209.8298,2839.9226
76,BRA,Brazil,Latin America and the Caribbean,807,MKD,North Macedonia,Europe,"Coffee, roasted, decaffeinated",90122,2002,14.20037,10.165,,,,,,,5.59075,10.869,8.071
76,BRA,Brazil,Latin America and the Caribbean,807,MKD,North Macedonia,Europe,"Coffee, roasted, not decaffeinated",90121,2002,43.13052,15.077,,,,,,,8.29235,16.122,11.971
76,BRA,Brazil,Latin America and the Caribbean,818,EGY,Egypt,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,2264.668,3590.4,,,,,,,3546.4785,3265.7158,6398.093
76,BRA,Brazil,Latin America and the Caribbean,826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,23815.764,37661.08,,,,,,,37200.37,34431.96,462402.72
76,BRA,Brazil,Latin America and the Caribbean,826,GBR,United Kingdom,Europe,"Coffee, roasted, decaffeinated",90122,2002,4.03,0.345,,,,,,,0.18975,0.37399998,4.236
76,BRA,Brazil,Latin America and the Caribbean,826,GBR,United Kingdom,Europe,"Coffee, roasted, not decaffeinated",90121,2002,54.167374,8.5766,,,,,,,4.71713,9.341688,105.30397
76,BRA,Brazil,Latin America and the Caribbean,842,USA,United States,Northern America,Coffee husks & skins,90190,2002,134.899,31.945,,,,,,,17.56975,,
76,BRA,Brazil,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, not roasted, decaffeinated",90112,2002,6989.7344,3965.5403,,,,,,,3917.0298,3698.311,57325.85
76,BRA,Brazil,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2002,216466.77,169067.94,,,,,,,166999.72,157674.73,2444046.2
76,BRA,Brazil,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, roasted, decaffeinated",90122,2002,220.02293,44.507706,,,,,,,24.479239,49.455902,643.40344
76,BRA,Brazil,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2002,4156.7363,1020.3113,,,,,,,561.1712,1133.7644,14749.62
76,BRA,Brazil,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,Coffee husks & skins,90190,2002,5.32,1.56,,,,,,,0.858,,
76,BRA,Brazil,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Coffee, not roasted, not decaffeinated",90111,2002,714.53284,1041.4171,,,,,,,1028.6775,936.0187,412.4016
76,BRA,Brazil,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Coffee, roasted, decaffeinated",90122,2002,12.997,5.15,,,,,,,2.8325002,5.515,2.039
76,BRA,Brazil,Latin America and the Caribbean,858,URY,Uruguay,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2002,32.05399,16.122494,,,,,,,8.867372,17.266,6.3850007
76,BRA,Brazil,Latin America and the Caribbean,891,SCG,Serbia and Montenegro,,Coffee husks & skins,90190,2002,1.183,0.5,,,,,,,0.275,,
76,BRA,Brazil,Latin America and the Caribbean,891,SCG,Serbia and Montenegro,,"Coffee, not roasted, decaffeinated",90112,2002,12.085,14.16,,,,,,,13.98678,12.789613,36.476448
76,BRA,Brazil,Latin America and the Caribbean,891,SCG,Serbia and Montenegro,,"Coffee, not roasted, not decaffeinated",90111,2002,31919.838,27223.295,,,,,,,26890.271,24592.3,70127.21
76,BRA,Brazil,Latin America and the Caribbean,891,SCG,Serbia and Montenegro,,"Coffee, roasted, decaffeinated",90122,2002,8.942,2.166,,,,,,,1.1912999,2.3294153,5.5799007
76,BRA,Brazil,Latin America and the Caribbean,891,SCG,Serbia and Montenegro,,"Coffee, roasted, not decaffeinated",90121,2002,108.49708,87.36328,,,,,,,48.049805,94.032455,225.04744
76,BRA,Brazil,Latin America and the Caribbean,894,ZMB,Zambia,Sub-Saharan Africa,Coffee husks & skins,90190,2002,3.689,0.099,,,,,,,0.05445,,
84,BLZ,Belize,Latin America and the Caribbean,124,CAN,Canada,Northern America,"Coffee, not roasted, decaffeinated",90112,2000,,,,,,15.699,,7.054,,,
84,BLZ,Belize,Latin America and the Caribbean,276,DEU,Germany,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,59,38.4,,,,,,,37.930252,10.045,
84,BLZ,Belize,Latin America and the Caribbean,643,RUS,Russian Federation,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,2.387,1.14,,,,,,,1.1260543,0.456,
84,BLZ,Belize,Latin America and the Caribbean,643,RUS,Russian Federation,Europe,"Coffee, roasted, not decaffeinated",90121,2000,1.113,0.53,,,,,,,0.2915,0.25399998,
84,BLZ,Belize,Latin America and the Caribbean,736,SDN,Former Sudan,,"Coffee, not roasted, not decaffeinated",90111,2000,32.903545,18,,,,,,,17.779806,4.864,
84,BLZ,Belize,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2000,1.56,0.176,,,,,,,0.0968,0.058000002,
84,BLZ,Belize,Latin America and the Caribbean,156,CHN,China,China,"Coffee, not roasted, not decaffeinated",90111,2001,15.746,0.72,,,,,,,0.71119225,,
84,BLZ,Belize,Latin America and the Caribbean,490,,"Other Asia, nes",,"Coffee, roasted, not decaffeinated",90121,2001,15.389,2.089,,,,,,,1.14895,,
84,BLZ,Belize,Latin America and the Caribbean,826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,172.854,127.05,,,,,,,125.4958,41.45,
84,BLZ,Belize,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2001,25.715,18.338,,,,,,,18.11367,5.760233,
84,BLZ,Belize,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2001,2.586,0.614,,,,,,,0.3377,0.22945878,
84,BLZ,Belize,Latin America and the Caribbean,124,CAN,Canada,Northern America,"Coffee, not roasted, not decaffeinated",90111,2002,66.209,35.38,,,,,,,34.947197,13.168,12.277
84,BLZ,Belize,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2002,23.095,5.341,,,,,,,2.93755,2.6814191,3.1509404
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),642,ROU,Romania,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,1.98,1.32,,,,,,,1.3038524,,
90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),804,UKR,Ukraine,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,2.32,5.341,,,,,,,5.2756634,,
92,VGB,British Virgin Islands,Latin America and the Caribbean,40,AUT,Austria,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,190.809,96,,,,,,,94.82563,10.948,
92,VGB,British Virgin Islands,Latin America and the Caribbean,51,ARM,Armenia,Northern Africa and Western Asia,"Coffee, not roasted, decaffeinated",90112,2000,183.683,108,,,,,,,106.67883,40.652,
92,VGB,British Virgin Islands,Latin America and the Caribbean,124,CAN,Canada,Northern America,"Coffee, not roasted, not decaffeinated",90111,2000,47.697,17.25,,,,,,,17.03898,4.2269998,
92,VGB,British Virgin Islands,Latin America and the Caribbean,251,FRA,France,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,2.106,1.5,,,,,,,1.4816505,0.025999999,0.364
92,VGB,British Virgin Islands,Latin America and the Caribbean,300,GRC,Greece,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,26.941,19.8,,,,,,,19.557785,1.7459999,4.811
92,VGB,British Virgin Islands,Latin America and the Caribbean,659,KNA,Saint Kitts and Nevis,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2000,,,,,,0.026,,0.004,,,
92,VGB,British Virgin Islands,Latin America and the Caribbean,826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,84.404,38.398,,,,,,,37.928276,0.434,
92,VGB,British Virgin Islands,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2000,201.277,109.157,,,,,,,107.82168,,26.525312
92,VGB,British Virgin Islands,Latin America and the Caribbean,51,ARM,Armenia,Northern Africa and Western Asia,"Coffee, not roasted, decaffeinated",90112,2001,1239.681,893.338,,,,,,,882.4098,26.825,
92,VGB,British Virgin Islands,Latin America and the Caribbean,251,FRA,France,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,3.583,3,,,,,,,2.963301,0.243,
92,VGB,British Virgin Islands,Latin America and the Caribbean,826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,105.05,76.623,,,,,,,75.68567,1.046,
92,VGB,British Virgin Islands,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2001,34.913,24.898,,,,,,,24.593424,0.06928139,
92,VGB,British Virgin Islands,Latin America and the Caribbean,208,DNK,Denmark,Europe,"Coffee, roasted, not decaffeinated",90121,2002,,,,,,0.141,,0.05,,,
92,VGB,British Virgin Islands,Latin America and the Caribbean,705,SVN,Slovenia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,32.265,38.4,,,,,,,37.930252,2.841,
92,VGB,British Virgin Islands,Latin America and the Caribbean,826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,46.013,36.623,,,,,,,36.17499,2.645,
92,VGB,British Virgin Islands,Latin America and the Caribbean,842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2002,306.383,239.295,,,,,,,236.36769,259.26028,
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),40,AUT,Austria,Europe,"Coffee, roasted, not decaffeinated",90121,2000,,,,,,0.201,,0.058,,,
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, decaffeinated",90122,2000,0.011,0.001,,,,,,,0.00055,,
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),826,GBR,United Kingdom,Europe,"Coffee, roasted, not decaffeinated",90121,2001,,,,,,58.353,,9.826,,,
96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),203,CZE,Czech Republic,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,1.623,3.912,,,,,,,3.8641443,0.25,
100,BGR,Bulgaria,Europe,28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee husks & skins,90190,2000,0.049,0.003,,,,,,,0.00165,,
100,BGR,Bulgaria,Europe,28,ATG,Antigua and Barbuda,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2000,0.34,0.031,,,,,,,0.01705,,
100,BGR,Bulgaria,Europe,44,BHS,Bahamas,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2000,0.11,0.009,,,,,,,0.00495,0.01,0.002
100,BGR,Bulgaria,Europe,116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2000,0.009,0.002,,,,,,,0.0011,,
100,BGR,Bulgaria,Europe,136,CYM,Cayman Islands,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2000,0.072,0.01,,,,,,,0.0055,,
100,BGR,Bulgaria,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,Coffee husks & skins,90190,2000,0.881,0.055,,,,,,,0.03025,,
100,BGR,Bulgaria,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2000,1.418,0.113,,,,,,,0.06215,0.066,
100,BGR,Bulgaria,Europe,251,FRA,France,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,32.854,154.7,,,,,,,152.80756,126.339,30.94
100,BGR,Bulgaria,Europe,268,GEO,Georgia,Northern Africa and Western Asia,Coffee husks & skins,90190,2000,0.715,0.205,,,,,,,0.11275,,
100,BGR,Bulgaria,Europe,268,GEO,Georgia,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2000,1.8,1,,,,,,,0.55,2.398,0.2
100,BGR,Bulgaria,Europe,268,GEO,Georgia,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2000,44.432224,7.8358955,,,,,,,4.3097425,18.780846,1.5672938
100,BGR,Bulgaria,Europe,276,DEU,Germany,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,0.002,0.004,,,,,,,0.003951068,,
100,BGR,Bulgaria,Europe,276,DEU,Germany,Europe,"Coffee, roasted, decaffeinated",90122,2000,0.867,0.027,,,,,,,0.014850001,,
100,BGR,Bulgaria,Europe,276,DEU,Germany,Europe,"Coffee, roasted, not decaffeinated",90121,2000,2.0489283,0.5101934,,,,,,,0.2806064,0.044002477,
100,BGR,Bulgaria,Europe,300,GRC,Greece,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,90.766,57.6,,,,,,,56.89538,93.281,11.5199995
100,BGR,Bulgaria,Europe,300,GRC,Greece,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.203,0.015,,,,,,,0.00825,0.029,0.003
100,BGR,Bulgaria,Europe,372,IRL,Ireland,Europe,"Coffee, roasted, not decaffeinated",90121,2000,2.217,0.705,,,,,,,0.38775,0.2,0.14
100,BGR,Bulgaria,Europe,381,ITA,Italy,Europe,Coffee husks & skins,90190,2000,0.091,0.008,,,,,,,0.0044,,
100,BGR,Bulgaria,Europe,381,ITA,Italy,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.424,0.051,,,,,,,0.02805,0.001,
100,BGR,Bulgaria,Europe,422,LBN,Lebanon,Northern Africa and Western Asia,Coffee husks & skins,90190,2000,0.011,0.001,,,,,,,0.00055,,
100,BGR,Bulgaria,Europe,422,LBN,Lebanon,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2000,0.025,0.004,,,,,,,0.0022,,
100,BGR,Bulgaria,Europe,430,LBR,Liberia,Sub-Saharan Africa,Coffee husks & skins,90190,2000,0.416,0.015,,,,,,,0.00825,,
100,BGR,Bulgaria,Europe,430,LBR,Liberia,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2000,0.079,0.003,,,,,,,0.00165,,
100,BGR,Bulgaria,Europe,440,LTU,Lithuania,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.171,0.012,,,,,,,0.0066,,
100,BGR,Bulgaria,Europe,470,MLT,Malta,Europe,Coffee husks & skins,90190,2000,0.882,0.048,,,,,,,0.026400002,,
100,BGR,Bulgaria,Europe,470,MLT,Malta,Europe,"Coffee, not roasted, decaffeinated",90112,2000,0.02,0.005,,,,,,,0.004938835,0.006,0.001
100,BGR,Bulgaria,Europe,470,MLT,Malta,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,0.107,0.006,,,,,,,0.005926602,,
100,BGR,Bulgaria,Europe,470,MLT,Malta,Europe,"Coffee, roasted, decaffeinated",90122,2000,0.105,0.025,,,,,,,0.013750001,0.037,0.005
100,BGR,Bulgaria,Europe,470,MLT,Malta,Europe,"Coffee, roasted, not decaffeinated",90121,2000,4.351,0.664,,,,,,,0.36519998,0.965,0.13299999
100,BGR,Bulgaria,Europe,498,MDA,Moldova,Europe,"Coffee, roasted, decaffeinated",90122,2000,0.93356305,0.77461845,,,,,,,0.42604014,1.1327335,0.1557022
100,BGR,Bulgaria,Europe,498,MDA,Moldova,Europe,"Coffee, roasted, not decaffeinated",90121,2000,5.2707925,3.3948941,,,,,,,1.8671918,4.9212294,0.67882526
100,BGR,Bulgaria,Europe,528,NLD,Netherlands,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.373,0.02,,,,,,,0.011,,
100,BGR,Bulgaria,Europe,579,NOR,Norway,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.013,0.002,,,,,,,0.0011,,
100,BGR,Bulgaria,Europe,591,PAN,Panama,Latin America and the Caribbean,Coffee husks & skins,90190,2000,0.174,0.005,,,,,,,0.00275,,
100,BGR,Bulgaria,Europe,591,PAN,Panama,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2000,0.506,0.03,,,,,,,0.0165,,
100,BGR,Bulgaria,Europe,642,ROU,Romania,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.46983308,0.04921298,,,,,,,0.02706714,0.076856,0.009859816
100,BGR,Bulgaria,Europe,643,RUS,Russian Federation,Europe,Coffee husks & skins,90190,2000,0.191,0.021,,,,,,,0.01155,,
100,BGR,Bulgaria,Europe,643,RUS,Russian Federation,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.548,0.069,,,,,,,0.03795,0.092,0.014
100,BGR,Bulgaria,Europe,670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,Coffee husks & skins,90190,2000,0.736,0.049,,,,,,,0.02695,,
100,BGR,Bulgaria,Europe,670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,"Coffee, not roasted, not decaffeinated",90111,2000,0.218,0.028,,,,,,,0.027657477,,
100,BGR,Bulgaria,Europe,670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,"Coffee, roasted, decaffeinated",90122,2000,0.007,0.001,,,,,,,0.00055,,
100,BGR,Bulgaria,Europe,670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2000,2.281,0.494,,,,,,,0.2717,0.39999998,0.098
100,BGR,Bulgaria,Europe,752,SWE,Sweden,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.005,0.003,,,,,,,0.00165,,
100,BGR,Bulgaria,Europe,792,TUR,Turkey,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2000,0.042,0.002,,,,,,,0.0011,,
100,BGR,Bulgaria,Europe,804,UKR,Ukraine,Europe,Coffee husks & skins,90190,2000,1.939,0.105,,,,,,,0.057749998,,
100,BGR,Bulgaria,Europe,804,UKR,Ukraine,Europe,"Coffee, roasted, not decaffeinated",90121,2000,2.518,0.931,,,,,,,0.51205003,3.049,0.18599999
100,BGR,Bulgaria,Europe,826,GBR,United Kingdom,Europe,Coffee husks & skins,90190,2000,0.124,0.006,,,,,,,0.0033,,
100,BGR,Bulgaria,Europe,826,GBR,United Kingdom,Europe,"Coffee, roasted, not decaffeinated",90121,2000,0.084,0.008,,,,,,,0.0044,0.004,0.002
100,BGR,Bulgaria,Europe,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2000,0.85,0.026,,,,,,,0.014300001,,
100,BGR,Bulgaria,Europe,891,SCG,Serbia and Montenegro,,"Coffee, not roasted, not decaffeinated",90111,2000,633,294,,,,,,,290.4035,244.369,58.8
100,BGR,Bulgaria,Europe,891,SCG,Serbia and Montenegro,,"Coffee, roasted, not decaffeinated",90121,2000,0.712,0.066,,,,,,,0.0363,0.065,0.013
100,BGR,Bulgaria,Europe,899,,"Areas, nes",,Coffee husks & skins,90190,2000,34.747,2.94,,,,,,,1.6170001,,
100,BGR,Bulgaria,Europe,899,,"Areas, nes",,"Coffee, not roasted, decaffeinated",90112,2000,0.322,0.081,,,,,,,0.080009125,,
100,BGR,Bulgaria,Europe,899,,"Areas, nes",,"Coffee, not roasted, not decaffeinated",90111,2000,0.346,0.096,,,,,,,0.09482563,,
100,BGR,Bulgaria,Europe,899,,"Areas, nes",,"Coffee, roasted, decaffeinated",90122,2000,11.278,0.706,,,,,,,0.3883,,
100,BGR,Bulgaria,Europe,899,,"Areas, nes",,"Coffee, roasted, not decaffeinated",90121,2000,16.476,5.375,,,,,,,2.95625,,
100,BGR,Bulgaria,Europe,28,ATG,Antigua and Barbuda,Latin America and the Caribbean,Coffee husks & skins,90190,2001,,,,,0.072,,,,,,
100,BGR,Bulgaria,Europe,28,ATG,Antigua and Barbuda,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.403,,0.004,,,,
100,BGR,Bulgaria,Europe,40,AUT,Austria,Europe,Coffee husks & skins,90190,2001,,,,,0.018,,,,,,
100,BGR,Bulgaria,Europe,44,BHS,Bahamas,Latin America and the Caribbean,Coffee husks & skins,90190,2001,,,,,0.251,,0.001,,,,
100,BGR,Bulgaria,Europe,44,BHS,Bahamas,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.465,,0.002,,,,
100,BGR,Bulgaria,Europe,51,ARM,Armenia,Northern Africa and Western Asia,"Coffee, not roasted, decaffeinated",90112,2001,131.115,90,,,,,,,88.899025,253.826,281.88
100,BGR,Bulgaria,Europe,51,ARM,Armenia,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2001,1.441,1.308,,,,,,,0.7194,4.395,4.0969996
100,BGR,Bulgaria,Europe,51,ARM,Armenia,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,21.814837,14.286366,,,,,,,7.8575015,48.007748,44.7449
100,BGR,Bulgaria,Europe,56,BEL,Belgium,Europe,Coffee husks & skins,90190,2001,,,,,0.009,,,,,,
100,BGR,Bulgaria,Europe,84,BLZ,Belize,Latin America and the Caribbean,Coffee husks & skins,90190,2001,,,,,0.018,,,,,,
100,BGR,Bulgaria,Europe,84,BLZ,Belize,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.143,,0.001,,,,
100,BGR,Bulgaria,Europe,116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2001,0.161,0.001,,,,,,,0.00055,,
100,BGR,Bulgaria,Europe,116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, decaffeinated",90122,2001,,,,,0.081,,,,,,
100,BGR,Bulgaria,Europe,116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.492,,0.005,,,,
100,BGR,Bulgaria,Europe,124,CAN,Canada,Northern America,"Coffee, roasted, not decaffeinated",90121,2001,35.559,7.283,,,,,,,4.00565,7.6306157,22.810173
100,BGR,Bulgaria,Europe,170,COL,Colombia,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.143,,0.002,,,,
100,BGR,Bulgaria,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,1.056,0.007,,,,,,,0.00385,,
100,BGR,Bulgaria,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2001,,,,,0.447,,0.005,,,,
100,BGR,Bulgaria,Europe,196,CYP,Cyprus,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,,,,,1.298,,0.017,,,,
100,BGR,Bulgaria,Europe,203,CZE,Czech Republic,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,,,,,0.018,,,,,,
100,BGR,Bulgaria,Europe,268,GEO,Georgia,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,0.125,0.001,,,,,,,0.00055,,
100,BGR,Bulgaria,Europe,268,GEO,Georgia,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2001,49.719,98,,,,,,,96.80116,146.821,306.838
100,BGR,Bulgaria,Europe,268,GEO,Georgia,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,60.475765,14.331248,,,,,,,7.882187,25.58335,44.870693
100,BGR,Bulgaria,Europe,276,DEU,Germany,Europe,Coffee husks & skins,90190,2001,,,,,0.009,,,,,,
100,BGR,Bulgaria,Europe,276,DEU,Germany,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,,,,,0.009,,,,,,
100,BGR,Bulgaria,Europe,276,DEU,Germany,Europe,"Coffee, roasted, decaffeinated",90122,2001,,,,,3.088,,0.012,,,,
100,BGR,Bulgaria,Europe,276,DEU,Germany,Europe,"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.779,,0.008,,,,
100,BGR,Bulgaria,Europe,292,GIB,Gibraltar,Europe,Coffee husks & skins,90190,2001,,,,,0.009,,,,,,
100,BGR,Bulgaria,Europe,292,GIB,Gibraltar,Europe,"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.51,,0.003,,,,
100,BGR,Bulgaria,Europe,300,GRC,Greece,Europe,Coffee husks & skins,90190,2001,0.072,0.001,,,,,,,0.00055,,
100,BGR,Bulgaria,Europe,300,GRC,Greece,Europe,"Coffee, roasted, not decaffeinated",90121,2001,,,,,0.197,,0.001,,,,
100,BGR,Bulgaria,Europe,372,IRL,Ireland,Europe,"Coffee, roasted, not decaffeinated",90121,2001,1.208,0.1,,,,,,,0.055000003,0.012999999,0.020000001
